rank,commodityCode,goodsDescription,countryOfOriginCode,countryOfOriginName,manufacturerName,exporterNameAndAddress,uomCode,uomDesc,packetSize,requestedAmount,requestedOtherInformation,assessedAmount,assessedOtherInformation,recommendedAmount,recommendedOtherInformation
1112,3822000000,"TruSeqª ChIP SMP Prep Kit 48 SMP-Set B (LP#-ERP,END REPAIR MIX) (Sucrose, glycerol)",,,,,TNE,Metric tons,,500,,500,,500,
1113,3822000000,"TruSeqª CTM AMPLCN IDXKit 96 IDX,384 SMP (ID#-A502,DNA ADPTR) [15029548](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1114,3822000000,"TruSeqª FFPE DNA Library PrepQC Kit (TC#-ACD1,AMPLICON CONTROL DNA)  (Tetramethylammonium chloride)",,,,,TNE,Metric tons,,500,,500,,500,
1115,3822000000,"TruSeqª Nano DNA Accessory Kit (LP#-EPM, ENHANCED PCR MIX, 0.53 ml) [15035057](Tetramethylammonium chloride)",,,,,TNE,Metric tons,,500,,500,,500,
1116,3822000000,"TruSeqª Small RNA SMP PrepKit v2 set B (TUBE,T4 RNA LIGASE 10U/UL,30UL) (Glycerol)",,,,,TNE,Metric tons,,500,,500,,500,
1117,3822000000,"TruSeqª Small RNA SMP PrepKit v2 set C (TUBE,RNA PCR PRIMER INDEX 35 (LP#-RPI35) 15ul) (Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1118,3822000000,"TruSeqª Small RNA SMP PrepKit v2 set D (TUBE,T4 RNA LIGASE 10U/UL,30UL) \ [15019485](Glycerol)",,,,,TNE,Metric tons,,500,,500,,500,
1119,3822000000,"TruSeqª Small RNA SMP PrepKit v2set A (TUBE,T4 RNA LIGASE 10U/UL,30UL)  [15019476](Glycerol)",,,,,TNE,Metric tons,,500,,500,,500,
1120,3822000000,"TruSeqª Targeted RNA Custom Pnl Kit 48S (GS#-OB1,OLIGO HYB & BIND,3.5ML) (Formamide,  2-Mercaptoethanol, Sodium azide)",,,,,TNE,Metric tons,,500,,500,,500,
1121,3822000000,"TruSeqª Targeted RNA Custom Pnl Kit 96S (GS#-OB1,OLIGO HYB & BIND, 305ML) (Formamide,  2-Mercaptoethanol, Sodium azide)",,,,,TNE,Metric tons,,500,,500,,500,
1122,3822000000,"TruSeqª Trgtd RNA IDX Kt, 48 IDX 192 SMP (D#-A501,DNA ADPTR) [15034035](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1123,3822000000,TruSight Cancer MiniSeq Kit (GA#-HP3) 20005612 (Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1124,3822000000,"TruSight Cancer Sequencing Panel  (TG#-FCO, FAMILIAL CONCER,OLIGOS),   [20029551](Water 7732-18-5)[15036872](Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1125,3822000000,"TruSight Hereditary Cancer _oligos (TUBE, , TC# HEREDITARY, CANPAN,OLG),   [20029551](Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1126,3822000000,"TruSight HLA-B Primers v2 Kit (HLA-B.2 PRIMER, GENE SPECIFIC, PCR)  (20000573) (Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1127,3822000000,"TruSight Inherited Disease SEQ Panel (TG#-IHD,INHERITED DISEASE OLIGOS)[15036875] (Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1128,3822000000,"TruSight Oncology 500 ctDNA Library Prep Kit (LP#-STL,STOP LIGATION BUFFER; Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1129,3822000000,TruSight RNA Pan-Cancer SetA MiniSeq Kit (GA#-HP) 20005611 (Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1130,3822000000,TruSight Tumor 15 MiniSeq Kit 20005610 (Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1131,3822000000,"TruSight Tumor 170 Content Set (TC#-OPR1, Oncology  RNA Prob Master Pool)  [20010188](sodium Azid)",,,,,TNE,Metric tons,,500,,500,,500,
1132,3822000000,"TruSightª Lymphoma 40 (8 SMP) (TC#-OHS2,Oligo HYB Sequencing,1.44mL)   [20015966](Formamide)",,,,,TNE,Metric tons,,500,,500,,500,
1133,3822000000,TruSightª Tumor 15 [15065867](GA#-HP3)(Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1134,3822000000,TruSight? Tumor 15 Kit 15059817 (GA#-HP3) (Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1135,3822000000,TruSite RPD CPTR KT (1INX 8 SMP) (GA#-HP3) [15041707](Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1136,3822000000,TruSite RPD CPTR KT (2INX 8 SMP) (GA#-HP3) [15041709](Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1137,3822000000,TruSite RPD CPTR KT (4INX 16 SMP)  (GA#-HP3)(Sodium hydroxide),,,,,TNE,Metric tons,,500,,500,,500,
1138,3822000000,"TruSq v2 cBot Multi-PRMR Re-Hybrdztn Kt (HT1 8-TUBE STRIPS)[15017644]Sodium chloride 7647-14-5, water",,,,,TNE,Metric tons,,500,,500,,500,
1139,3822000000,"TruSqª Trgtd RNA IDX KtA, 96 IDX 384 SMP( ID#-A503,DNAADPTR)  [15033977](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1140,3822000000,"TruSqª Trgtd RNA IDX KtB, 96 IDX 384 SMP(D#-A502,DNA ADPTR) [15037299](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1141,3822000000,"TruSqª Trgtd RNA IDX KtC, 96 IDX 384 SMP (D#-A505,DNA ADPTR)[15037300](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1142,3822000000,"TruSqª Trgtd RNA IDX KtD, 96 IDX 384 SMP (D#-A501,DNA ADPTR) [15037301](Control Oligo Stock)",,,,,TNE,Metric tons,,500,,500,,500,
1143,3822000000,TSH CS Elecsys V2 (TSH Calset)[4738551190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1144,3822000000,TSH CS Elecsys V3 [8443459190](2-methyl-2H-isothiazol-3-one hydrochloride),,,,,TNE,Metric tons,,500,,500,,500,
1145,3822000000,"TSO 500 Comp IUO Kit (DX#-STL,STOP LIGATION BUFFER,IUO) (Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1146,3822000000,"TST Cardio - Oligos (48 Spl) (TS#-CRD, TruSight Cardio Oligos)    [20029229] (Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1147,3822000000,TST One _Oligos (36 Spl) [20029227] (Water 7732-18-5),,,,,TNE,Metric tons,,500,,500,,500,
1148,3822000000,"TST One Expanded _ Oligos (36 Spl) (TS#-ONE, TruSight one Oligos)[20029226] (Water 7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1149,3822000000,"UIBC, 100Tests, cobas c, Integra (UIBC) [4536355190](hydroxylammonium chloride)",,,,,TNE,Metric tons,,500,,500,,500,
1150,3822000000,ULTRAVIEW RED ISH DIG DETECTION KIT [5907128001](reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1)),,,,,TNE,Metric tons,,500,,500,,500,
1151,3822000000,"ultraView Universal DAB Detection Kit [5269806001](hydrogen peroxide, reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1), biphenyl-3,3',4,4'-tetrayltetraammonium tetrachloride and copper sulphate pentahydrate)",,,,,TNE,Metric tons,,500,,500,,500,
1152,3822000000,"Universal Diluent 2x16ml Elecsys,cobas e (Diluent Universal) [11732277122](2-methyl-2H-isothiazol-3-one hydrochloride)",,,,,TNE,Metric tons,,500,,500,,500,
1153,3822000000,"VALP,  200Tests, cobas Integra (Valproic Acid) [20737933322](sodium azide 26628-22-8; methanol 67-56-1)",,,,,TNE,Metric tons,,500,,500,,500,
1154,3822000000,VEN anti-HER2-neu (4B5) RM PAB-US EXPORT(VENTANA anti-HER2/neu (4B5) Rabbit Monoclonal Primary Antibody) [5999570001] (sodium azide 26628-22-8),,,,,TNE,Metric tons,,500,,500,,500,
1155,3822000000,VENTANA anti-CD10 (SP67) (VENTANA anti-CD10 (SP67) Rabbit Monoclonal Primary Antibody) [5857856001](reaction mass of: 5-chloro-2- methyl-4-isothiazolin-3-one [EC no.247-500-7]and 2-methyl-2H -isothiazol-3-one [EC no. 220-239-6] (3:1)),,,,,TNE,Metric tons,,500,,500,,500,
1156,3822000000,VENTANA ANTI-CYCLIN D1 (SP4-R) (Ventana anti-Cyclin D1 (SP4-R) Rabbit Monoclonal Primary Antibody [5862949001](reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1)),,,,,TNE,Metric tons,,500,,500,,500,
1157,3822000000,VENTANA Anti-E Cadherin (36) (VENTANA anti-E-cadherin (36) Mouse Monoclonal PrimaryAntibody) [5905290001](reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1)),,,,,TNE,Metric tons,,500,,500,,500,
1158,3822000000,VENTANA ANTI-P63 (4A4) (Ventana anti-p63 (4A4) Mouse Monoclonal Primary Antibody) [5867061001](reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1)),,,,,TNE,Metric tons,,500,,500,,500,
1159,3822000000,"Vitamin B12 Elecsys cobas e 100 V2(boric acid, sodium hydroxide and sodium cyanide)",,,,,TNE,Metric tons,,500,,500,,500,
1160,3822000000,Vitamin B12 G2 CS Elecsys [7212780190] (cyanocobalamin),,,,,TNE,Metric tons,,500,,500,,500,
1161,3822000000,"Vitamin D total CS Elecsys [5894921190] (Human serum /-plasma / -hemolysate, lyophilized hydroxyl-2-pyridone calcifediol)",,,,,TNE,Metric tons,,500,,500,,500,
1162,3822000000,Vitamin D total Elecsys cobas e 100 [5894913190](ethylene carbonate),,,,,TNE,Metric tons,,500,,500,,500,
1163,3822000000,"cobas? Plasma Separation Card, 07963084190 (Citric acid monohydrate , REGULATION (EC) No 1272/2008)",,,,,TNE,Metric tons,,500,,500,,500,
1164,3822000000,INF GSA-24 v3.0 Kit (48 Spl)WG#-PB2 [20030770] [Propylene Glycol],,,,,TNE,Metric tons,,500,,500,,500,
1165,3822000000,"INF ImmunoArray-24 v2 BDCHP Kit 48 SMP(WG#-MSM) [15046667] [Sucrose, Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1166,3822000000,INF Multi-Ethnic Global-8 v1 Kit 16samp (WG#-PB2) [15058728] [Propylene Glycol],,,,,TNE,Metric tons,,500,,500,,500,
1167,3822000000,"INFINIUM,HD FFPE RESTORE KIT,24 SAMPLES(WG#-AMR,AMP) [15021843]Sucrose,Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1168,3822000000,Inf BovineSNP50-24 v3.0 Kit (48 smp) WG#-PB2 [20000766]Propylene Glycol 57-55-6,,,,,TNE,Metric tons,,500,,500,,500,
1169,3822000000,INF Mlti-Eth EUR/EAS/SAS-8 v1 Kit 16samp[20001100]Propylene Glycol 57-55-6,,,,,TNE,Metric tons,,500,,500,,500,
1170,3822000000,MaizeLD+ DNA Analysis Kit (288samples) 15065458 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1171,3822000000,"MaizeLD+ DNA Analysis Kit (WG#-MA1,INFINIUM) (1152 samples) 15065459 (Mineral oil 8042-47-5)",,,,,TNE,Metric tons,,500,,500,,500,
1172,3822000000,Inf BovineSNP50-24+ v3.0 Kit (48 smp) WG#-PB2 20000769 (Propylene Glycol 57-55-6),,,,,TNE,Metric tons,,500,,500,,500,
1173,3822000000,"INFMulti-EthnicAMR/AFR-8+ v1 Kit 16samp 20001094 (Propylene Glycol
57-55-6)",,,,,TNE,Metric tons,,500,,500,,500,
1174,3822000000,INFMulti-EthnicAMR/AFR-8+ v1 Kit 48samp (WG#-PB2) 20001095 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1175,3822000000,INFMulti-EthnicAMR/AFR-8+ v1 Kit 96samp (WG#-PB2) 20001096 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1176,3822000000,"INFMulti-EthnicAMR/AFR-8+ v1 Kit 384samp 20001097 ( WG#-MA1,INFINIUM) (Mineral oil)",,,,,TNE,Metric tons,,500,,500,,500,
1177,3822000000,Inf OmniExpress-24+ v1.2 Kit (48 smp) (WG#-PB2) 20001125 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1178,3822000000,Inf OmniExpress-24+ v1.2 Kit (288 smp) (WG#-PB2) (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1179,3822000000,"Inf OmniExpress-24+ v1.2 Kit (1152 smp)(WG#-MA1,INFINIUM)20001127 (Mineral oil)",,,,,TNE,Metric tons,,500,,500,,500,
1180,3822000000,"Inf XT iSelect-96 Kit (1152 smp) (WG#-MA1,INFINIUM) 20006613 (Mineral oil)",,,,,TNE,Metric tons,,500,,500,,500,
1181,3822000000,Inf XT iSelect-96 Kit (4608 smp) (WG#-XC4.INFINIUM) 20006614 (Water),,,,,TNE,Metric tons,,500,,500,,500,
1182,3822000000,Inf XT iSelect-96 Kit (23040 smp) (WG#-XC4.INFINIUM) 20006615 (Water),,,,,TNE,Metric tons,,500,,500,,500,
1183,3822000000,Infinium Exome-24+ v1.1 Kit (48 smp)(WG#-PB2) 20015249 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1184,3822000000,Infinium Exome-24+ v1.1 Kit (288 smp)(WG#-PB2) 20015250 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1185,3822000000,"Infinium Exome-24+ v1.1 Kit (1152 smp) (WG#-MA1,INFINIUM) 20015251 (Mineral oil)",,,,,TNE,Metric tons,,500,,500,,500,
1186,3822000000,Infinium Core-24+ v1.1 Kit (48 smp)(WG#-PB2) 20015258 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1187,3822000000,Infinium Core-24+ v1.1 Kit (288 smp) (WG#-PB2) 20015258 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1188,3822000000,"Infinium Core-24+ v1.1 Kit (1152 smp) (WG#-MA1,INFINIUM) 20015259 (Mineral oil)",,,,,TNE,Metric tons,,500,,500,,500,
1189,3822000000,"Infinium ASA-24+ v1.0 Kit (48 samples)(WG#-XC3.INFINIUM ) 2001632(Sodium Chloride, Potassium Chloride)",,,,,TNE,Metric tons,,500,,500,,500,
1190,3822000000,"Infinium ASA-24+ v1.0 Kit (1152 samples) (WG#-MA1,INFINIUM)20016322 (Mineral oil)",,,,,TNE,Metric tons,,500,,500,,500,
1191,3822000000,"Inf HTSE ASA-24+ v1.0 (4,608 Spl)(WG#-XC4.INFINIUM II) 20021676 (Water)",,,,,TNE,Metric tons,,500,,500,,500,
1192,3822000000,"Inf HTSE ASA-24+ v1.0 (23,040 Spl)(WG#-XC4.INFINIUM II) 20021677 (Water)",,,,,TNE,Metric tons,,500,,500,,500,
1193,3822000000,"Inf HTSE iSelect-24 Kit (4,608 Spl)(WG#-XC4.INFINIUM) 20021678 (Water)",,,,,TNE,Metric tons,,500,,500,,500,
1194,3822000000,"Inf HTSE iSelect-24 Kit (23,040 Spl)(WG#-XC4.INFINIUM)20021679 (Water)",,,,,TNE,Metric tons,,500,,500,,500,
1195,3822000000,"INF HTSE OmniExpress-24+ v1.3(4,608 Spl) (WG#-XC4.INFINIUM ) 20023285 (Water)",,,,,TNE,Metric tons,,500,,500,,500,
1196,3822000000,INF HTSE OmniExpress-24+ v1.3(23040 Spl) (WG#-XC4.INFINIUM) 20023286 (Water),,,,,TNE,Metric tons,,500,,500,,500,
1197,3822000000,"INF Core-24+ v1.2 Kit (48 spl) 20024569 (Propylene Glycol
57-55-6)",,,,,TNE,Metric tons,,500,,500,,500,
1198,3822000000,"INF Core-24+ v1.2 Kit (288 spl) 20024660 (Propylene Glycol
57-55-6)",,,,,TNE,Metric tons,,500,,500,,500,
1199,3822000000,"INF Core-24+ v1.2 Kit (1152 spl) 20024661 (Mineral oil
8042-47-5)",,,,,TNE,Metric tons,,500,,500,,500,
1200,3822000000,"INF CoreExome-24+ v1.3 Kit (48 spl) WG#-PB2 20024665 (Propylene Glycol
57-55-6, Water
7732-18-5)",,,,,TNE,Metric tons,,500,,500,,500,
1201,3822000000,"INF CoreExome-24+ v1.3 Kit (288 spl) WG#-PB2 20024666 (Propylene Glycol
57-55-6)",,,,,TNE,Metric tons,,500,,500,,500,
1202,3822000000,"INF CoreExome-24+ v1.3 Kit (1152 spl) WG#-MA1,INFINIUM 20024667 (Mineral oil)",,,,,TNE,Metric tons,,500,,500,,500,
1203,3822000000,"ASSEMBLY, 96 DUAL ADPTR PLATE H-SERIES (Nextera DNA CD Idx (96 Idx, 96 SPl)) [20018708] ( Water)",,,,,TNE,Metric tons,,500,,500,,500,
1204,3822000000,NSQ 500/550 Mid Output KT v2.5 (300 CYS) 20024905(Sodium chloride),,,,,TNE,Metric tons,,500,,500,,500,
1205,3822000000,"WG#-MA1,INFINIUM(Inf GDA w/ PGx-8 v1.0 Kit) (384 spl) 20044823 (Mineral oil 8042-47-5)",,,,,TNE,Metric tons,,500,,500,,500,
1206,3822000000,HMNCytoSNP-12 v2.1 DNA ANLYS Kit(1152) WG#-PB2 15007960 (Propylene Glycol 57-55-6),,,,,TNE,Metric tons,,500,,500,,500,
1207,3822000000,"WG#-MA1,INFINIUM HMNCytoSNP-12 v2.1 DNA Analysis Kit(288) 15007959   (Mineral oil 8042-47-5)",,,,,TNE,Metric tons,,500,,500,,500,
1208,3822000000,INF CytoSNP-850K v1.2 BDCHP Kit (96 spl) WG#-PB2 20025646 (Propylene Glycol 57-55-6),,,,,TNE,Metric tons,,500,,500,,500,
1209,3822000000,"INF CytoSNP-850K v1.2 BDCHP Kit (48 spl)  WG#-MSM.INFINIUM 20025645 (Sucrose 57-50-1,Glycerol 56-81-5]",,,,,TNE,Metric tons,,500,,500,,500,
1210,3822000000,"HMNCytoSNP-12 v2.1 DNA Analysis Kit(48) WG#-FMS.INFINIUM 15007958 Sucrose 57-50-1,Glycerol 56-81-5]",,,,,TNE,Metric tons,,500,,500,,500,
1211,3822000000,INF CytoSNP-850K v1.2 BDCHP Kit (16 spl)WG#-PB2 20025644 (Propylene Glycol 57-55-6),,,,,TNE,Metric tons,,500,,500,,500,
1212,3822000000,"HMNCytoSNP-12 v2.1 DNA Analysis Kit(24)  WG#-FMS.INFINIUM 15007957 Sucrose 57-50-1,Glycerol 56-81-5]",,,,,TNE,Metric tons,,500,,500,,500,
1213,3822000000,"INF CytoSNP-850K v1.2 BDCHP Kit (8 Spl) (WG#-FMS.INFINIUM) 20025643 (Sucrose,Glycerol ]",,,,,TNE,Metric tons,,500,,500,,500,
1214,3822000000,"SurePlex DNA Amplification System (50)15007959 (WG#-FMS.INFINIUM) (Mineral oil 8042-47-5 Sucrose , Glycerol, potassium chloride and Sodium chloride)",,,,,TNE,Metric tons,,500,,500,,500,
1215,3822000000,Infinium? Methylation EPIC 96samples (WG#-FMS.INFINIUM) [SUCROSE] [GLYCEROL]15070023,,,,,TNE,Metric tons,,500,,500,,500,
1216,3822000000,Inf MouseMethyl-12 v1.0 Kit (48 Spl)20041559 (Propylene Glycol),,,,,TNE,Metric tons,,500,,500,,500,
1217,3822000000,"Infinium? Methylation EPIC 32samples(WG#-FMS.INFINIUM) 15070022 Sucrose, Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1218,3822000000,"Inf MouseMethyl-12 v1.0 Kit (24 Spl) (WG#-FMS.INFINIUM)20041558 Sucrose 57-50-1,Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1219,3822000000,Infinium? Methylation EPIC 16Sample[Propylene Glycol]15070021,,,,,TNE,Metric tons,,500,,500,,500,
1220,3822000000,Infinium MethylEPIC-8+ v1.0 Kit (16 Spl) ( WG#-PB2)20020530 [Propylene Glycol],,,,,TNE,Metric tons,,500,,500,,500,
1221,3822000000,Infinium MethylEPIC-8+ v1.0 Kit (96 Spl) (WG#-PB2) 20020532 [Propylene Glycol],,,,,TNE,Metric tons,,500,,500,,500,
1222,3822000000,"iSelect 24x1 HTS Custom DNA Analysis Kit (WG#-FMS.INFINIUM) (1152 Samples)ÿ15042266ÿ[Sucrose,Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1223,3822000000,"iSelect 24x1 HTS Custom DNA Analysis Kit (WG#-FMS.INFINIUM) (288 Samples)ÿ15042265ÿ[Sucrose,Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1224,3822000000,"iSelect 24x1 HTS Custom DNA Analysis Kit (WG#-FMS.INFINIUM) (48 Samples)ÿ15042264ÿ[Sucrose,Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1225,3822000000,"iSelect? 8x1 LCG Custom DNA Analysis Kit (WG#-FMS.INFINIUM) (96 samples)20037295 Sucrose,Glycerol]",,,,,TNE,Metric tons,,500,,500,,500,
1226,3822000000,AmpliSeq Cancer Hotspot Panel v2 for Illumina (24 reactions)20019161 (Sodium chloride 7647-14-5),,,,,TNE,Metric tons,,500,,500,,500,
1227,3822000000,"AmpliSeq UD Indexes for Illumina (24Idx, 24Spl)20019104 (Sodium chloride 7647-14-5)",,,,,TNE,Metric tons,,500,,500,,500,
1228,3822000000,"AmpliSeq for Illumina Myeloid Panel (MS#-HT1,5mL) (24 reactions) ? 24 DNA Lib & 24 RNA Lib 20024478 (Sodium chloride 7647-14-5)",,,,,TNE,Metric tons,,500,,500,,500,
1229,3822000000,Ethanol Gen.2 ETOH2  08445672190 (Sodium Azide and Dipotassium hydrogen phosphate 3 hydrate),,,,,TNE,Metric tons,,500,,500,,500,
1230,3822000000,ONLINE DAT Amphetamines II AMPS208056781190 (Polyacrylic acid),,,,,TNE,Metric tons,,500,,500,,500,
1231,3822000000,"ONLINE DAT Barbiturates Plus BARB 08056889190 ( alpha-(4-(1,1,3,3-Tetramethylbutyl)phenyl)-omega hydroxypoly(oxy-1,2-ethanediyl))",,,,,TNE,Metric tons,,500,,500,,500,
1232,3822000000,"ONLINE DAT Benzodiazepines II BEQ2S (BNZ2) 08056927190 (Sodium Azide, Glycerol and Glucuronidase, ?-)",,,,,TNE,Metric tons,,500,,500,,500,
1233,3822000000,"ONLINE DAT Cannabinoids II THC 208771669190 (Polyacrylic acid, Sodium Azide, dipotassium hy drogenorthophos phate and Styrene)",,,,,TNE,Metric tons,,500,,500,,500,
1234,3822000000,"ONLINE DAT Cocaine II COC 2 08057508190 (Sodium azide, dipotassium hydrogenorthophos phate, Styrene, N,Ndimethylformamide and triethylamine)",,,,,TNE,Metric tons,,500,,500,,500,
1235,3822000000,"ONLINE DAT Lysergic Acid DiethylamideLSD 08764778190 (Sodium azide, dimethyl sulfoxide N,Ndimethylformamide , Styrene and dipotassium hydrogenorthophos phate)",,,,,TNE,Metric tons,,500,,500,,500,
1236,3822000000,ONLINE DAT Methadone II AMPS2 08056781190 (Polyacrylic acid ),,,,,TNE,Metric tons,,500,,500,,500,
1237,3822000000,ONLINE DAT Methadone II MDN2 08058008190 (Polyacrylic acid ),,,,,TNE,Metric tons,,500,,500,,500,
1238,3822000000,"ONLINE DAT Methaqualone MTQL 08814708190 (Sodium azide, N,Ndimethylformamide and dipotassium hydrogenorthophosphate)",,,,,TNE,Metric tons,,500,,500,,500,
1239,3822000000,"ONLINE DAT Opiates II OPI2 08058113190 (Sodium azide, potassium hydrogenorthophos phate, dimethyl sulfoxide, triethylamine and Styrene)",,,,,TNE,Metric tons,,500,,500,,500,
1240,3822000000,ONLINE DAT Phencyclidine Plus PCP 08058130190,,,,,TNE,Metric tons,,500,,500,,500,
1241,3822000000,"ONLINE DAT Propoxyphene Plus PPX08814716190 (sodium azide, Styrene, dimethyl sulfoxid N,Ndimethylformamide and dipotassium hydrogenorthophosphate)",,,,,TNE,Metric tons,,500,,500,,500,
1242,3822000000,"ISE indirect Na,K,Cl for Gen.2ISE indirect Na-K-Cl for Gen. (Chloride Electrode) 2 03246353001 (Calcium Chloride electrode)",,,,,TNE,Metric tons,,500,,500,,500,
1243,3822000000,"ISE indirect Na,K,Cl for Gen.2ISE indirect Na-K-Cl for Gen.2 10825441001 (K+ Electrode) (calcium chloride )",,,,,TNE,Metric tons,,500,,500,,500,
1244,3822000000,"ISE indirect Na,K,Cl for Gen.2ISE indirect Na-K-Cl for Gen.2 10825468001 (A+ Electrode) (Sodium Chloride; (REGULATION (EC) No 1272/2008))",,,,,TNE,Metric tons,,500,,500,,500,
1245,3822000000,"Uric Acid ver.2UA2 08058750190 (Oxetal ID 104, Polidocanol)",,,,,TNE,Metric tons,,500,,500,,500,
1246,3822000000,DigoxinDIG 08057613190 (Sodium Azide),,,,,TNE,Metric tons,,500,,500,,500,
1247,3822000000,Lithium LI 08057974190 (sodium hydroxide ),,,,,TNE,Metric tons,,500,,500,,500,
1248,3822000000,"Mycophenolic Acid MPA 08105634190 (2-hydroxy-3-[[2-hydroxy-1,1-bis(hydroxymethyl)ethyl]amino]propanesulphonic acid)",,,,,TNE,Metric tons,,500,,500,,500,
1249,3822000000,"ONLINE TDM Acetaminophen Gen.2ACET2 08056684190 (Methanol, reaction mass of 5-chloro-2-methyl-2H-isothiazol-3-one and 2-methyl-2H-isothiazol-3-one (3:1))",,,,,TNE,Metric tons,,500,,500,,500,
1250,3822000000,"ONLINE TDM AmikacinAMIK2 08105383190 (2-[bis(2-hydroxyethyl)amino]-2-(hydroxymethyl)propane-1,3-diol)",,,,,TNE,Metric tons,,500,,500,,500,
1251,3822000000,"ONLINE TDM Carbamazepine Gen.4CARB408057435190 (2-chloroacetamide, 2-methyl-2H-isothiazol-3-one hy drochloride)",,,,,TNE,Metric tons,,500,,500,,500,
1252,3822000000,ONLINE TDM GentamicinGENT2 08057770190 (Polyacrylic acid),,,,,TNE,Metric tons,,500,,500,,500,
1253,3822000000,ONLINE TDM Phenobarbital PHNO208058580190 (Polyacrylic acid),,,,,TNE,Metric tons,,500,,500,,500,
1254,3822000000,ONLINE TDM TheophyllineTHEO2 08253153190 (Sodium Azide and styrene),,,,,TNE,Metric tons,,500,,500,,500,
1255,3822000000,ONLINE TDM TobramycinTOBR2 08253161190(2 -methyl-2H-isothiazol-3-one hy drochloride),,,,,TNE,Metric tons,,500,,500,,500,
1256,3822000000,ONLINE TDM Vancomycin Gen.3 VANC3 08445605190 (Polyacrylic acid ),,,,,TNE,Metric tons,,500,,500,,500,
1257,3822000000,"PhenytoinPHNY 2 08445567190   (Sodium Azide, Polyacrylic acid and potassium thiocyanate)",,,,,TNE,Metric tons,,500,,500,,500,
1258,3822000000,SalicylateSALI 08058636190 (Sodium Azide),,,,,TNE,Metric tons,,500,,500,,500,
1259,3822000000,Valproic Acid VALP2 08445575190 reaction mass of 5-chloro-2- methyl-2H-isothiazol-3-one and 2- methyl-2H-isothiazol-3-one (3:1) 55965-84-96,,,,,TNE,Metric tons,,500,,500,,500,
1260,3822000000,"Elecsys CA 125 II 07026986190 (2-chloroacetamide, 2-methyl-2H-isothiazol-3-one hy drochloride)",,,,,TNE,Metric tons,,500,,500,,500,
1261,3822000000,"Elecsys CA 15-3 II 07027001190  (2-chloroacetamide, 2-methyl-2H-isothiazol-3-one hy drochloride)",,,,,TNE,Metric tons,,500,,500,,500,
1262,3822000000,"Elecsys CA 19-9 07027028190 (Polidocanol, 2-methyl-2H-isothiazol-3-one hy drochloride)",,,,,TNE,Metric tons,,500,,500,,500,
